model_name,paper_title,bibtex_key,publication_year,publication_type,venue,authors,first_author,doi,doi_url,paper_url,github_repositories,github_repository_roles,other_code_repositories,categories,secondary_tags,summary,citation_count_openalex_2026_08_06,word_cloud_weight,task_context_transfer_status,task_context_transfer_evidence,task_unseen_genetic_status,task_unseen_genetic_evidence,task_unseen_chemical_status,task_unseen_chemical_evidence,task_genetic_combinations_status,task_genetic_combinations_evidence,task_genetic_combinations_datasets,task_chemical_combinations_status,task_chemical_combinations_evidence,task_chemical_combinations_datasets,scperturbench_context_transfer_evaluated,scperturbench_unseen_genetic_evaluated,scperturbench_unseen_chemical_evaluated,scperturbench_genetic_combinations_evaluated,scperturbench_chemical_combinations_evaluated,local_pdf_path,local_markdown_path,local_text_path,bibliography_source,paper_yaml_path,inventory_selection_rule,inventory_source_notebook
scPert,A Multi-Modal LLM-Knowledge Fusion Framework for Predicting Single-Cell Genetic Perturbation Effects,scPert,2026,misc,bioRxiv,"Lu, Mingkun and You, Nanxin and Zhang, Hongning and Zheng, Lingyan and Li, Bo and Jiang, Wanghao and Zhang, Yintao and Sun, Huaicheng and Zhou, Ying","Lu, Mingkun",10.64898/2026.04.24.720560,https://doi.org/10.64898/2026.04.24.720560,https://doi.org/10.64898/2026.04.24.720560,https://github.com/AI4VirtualCell/scPert,https://github.com/AI4VirtualCell/scPert (official|primary),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,0,1.0,not_established,Available local metadata does not establish this capability.,explicit_paper_claim,Paper explicitly discusses generalization to unseen genes.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/scPert.pdf,metrics-db/extracted_markdown/scPert.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/scPert.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
scPPDM,scPPDM: A Diffusion Model for Single-Cell Drug-Response Prediction,scPPDM,2025,article,arXiv,"Liang, Zhaokang and Zhuang, Shuyang and Jiao, Xiaoran and Mao, Weian and Chen, Hao and Shen, Chunhua","Liang, Zhaokang",10.48550/arXiv.2510.11726,https://doi.org/10.48550/arXiv.2510.11726,https://doi.org/10.48550/arXiv.2510.11726,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,0,1.0,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,scope_only,"Paper addresses chemical perturbations, but local metadata does not establish held-out-perturbation evaluation.",not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/scPPDM.pdf,metrics-db/extracted_markdown/scPPDM.md,metrics-db/extracted_text/scPPDM.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/scPPDM.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
scPRAM,scPRAM Accurately Predicts Single-Cell Gene Expression Perturbation Response Based on Attention Mechanism,scpram,2024,article,Bioinformatics,"Jiang, Qun and Chen, Shengquan and Chen, Xiaoyang and Jiang, Rui","Jiang, Qun",10.1093/bioinformatics/btae265,https://doi.org/10.1093/bioinformatics/btae265,https://doi.org/10.1093/bioinformatics/btae265,https://github.com/jiang-q19/scPRAM,https://github.com/jiang-q19/scPRAM (official),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,24,4.21887582,benchmark_evaluated,Evaluated in the cellular-context generalization scenario of scPerturBench.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,True,False,False,False,False,metrics-db/pdfs/scpram.pdf,metrics-db/extracted_markdown/scpram.md,metrics-db/extracted_text/scpram.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/scpram.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
scPreGAN,"scPreGAN, a Deep Generative Model for Predicting the Response of Single-Cell Expression to Perturbation",scPreGAN,2022,article,Bioinformatics,"Wei, Xiajie and Dong, Jiayi and Wang, Fei","Wei, Xiajie",10.1093/bioinformatics/btac357,https://doi.org/10.1093/bioinformatics/btac357,https://doi.org/10.1093/bioinformatics/btac357,https://github.com/JaneJiayiDong/scPreGAN; https://github.com/JaneJiayiDong/scPreGAN-reproducibility,https://github.com/JaneJiayiDong/scPreGAN (mentioned_in_paper); https://github.com/JaneJiayiDong/scPreGAN-reproducibility (mentioned_in_paper),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,34,4.55534806,benchmark_evaluated,Evaluated in the cellular-context generalization scenario of scPerturBench.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,True,False,False,False,False,,,,metrics-db/bib/papers.bib,metrics-db/data/papers/scPreGAN.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
SCREEN,SCREEN: Predicting Single-Cell Gene Expression Perturbation Responses via Optimal Transport,screen,2024,article,Frontiers of Computer Science,"Wang, Haixin and Wang, Yunhan and Jiang, Qun and Zhang, Yan and Chen, Shengquan","Wang, Haixin",10.1007/s11704-024-31014-9,https://doi.org/10.1007/s11704-024-31014-9,https://doi.org/10.1007/s11704-024-31014-9,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,4,2.60943791,benchmark_evaluated,Evaluated in the cellular-context generalization scenario of scPerturBench.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,True,False,False,False,False,,,,metrics-db/bib/papers.bib,metrics-db/data/papers/screen.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
scREPA,scREPA: Predicting Single-Cell Perturbation Responses with Cycle-Consistent Representation Alignment,scREPA,2026,article,Computational Biology and Chemistry,"Wang, Yuchen and Chen, Xingjian and Li, Xiangtao and Wong, Ka-Chun","Wang, Yuchen",10.1016/j.compbiolchem.2025.108712,https://doi.org/10.1016/j.compbiolchem.2025.108712,https://doi.org/10.1016/j.compbiolchem.2025.108712,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,0,1.0,explicit_paper_claim,Paper reports generalization to unseen conditions and cross-study settings.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/scREPA.pdf,metrics-db/extracted_markdown/scREPA.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/scREPA.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
scVIDR,Generative Modeling of Single-Cell Gene Expression for Dose-Dependent Chemical Perturbations,scVIDR,2023,article,Patterns,"Kana, Omar and Nault, Rance and Filipovic, David and Marri, Daniel and Zacharewski, Tim and Bhattacharya, Sudin","Kana, Omar",10.1016/j.patter.2023.100817,https://doi.org/10.1016/j.patter.2023.100817,https://doi.org/10.1016/j.patter.2023.100817,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,39,4.68887945,benchmark_evaluated,Evaluated in the cellular-context generalization scenario of scPerturBench.,not_established,Available local metadata does not establish this capability.,scope_only,"Paper addresses chemical perturbations, but local metadata does not establish held-out-perturbation evaluation.",not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,True,False,False,False,False,,,,metrics-db/bib/papers.bib,metrics-db/data/papers/scVIDR.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
Squidiff,Squidiff: Predicting Cellular Development and Responses to Perturbations Using a Diffusion Model,squidiff,2025,article,Nature Methods,"He, Siyu and Zhu, Yuefei and Tavakol, Daniel Naveed and Ye, Haotian and Lao, Yeh-Hsing and Zhu, Zixian and Xu, Cong and Chauhan, Shradha and Garty, Guy and Tomer, Raju and Vunjak-Novakovic, Gordana and Zou, James and Azizi, Elham and Leong, Kam W.","He, Siyu",10.1038/s41592-025-02877-y,https://doi.org/10.1038/s41592-025-02877-y,https://doi.org/10.1038/s41592-025-02877-y,https://github.com/siyuh/Squidiff; https://github.com/siyuh/Squidiff_reproducibility,https://github.com/siyuh/Squidiff (reproducibility); https://github.com/siyuh/Squidiff_reproducibility (reproducibility),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,25,4.25809654,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,directly_evaluated,Paper holds out two-drug combinations and predicts them from single-drug data; validation uses 4i imaging rather than scRNA-seq.,4i melanoma imaging,False,False,False,False,False,metrics-db/pdfs/squidiff.pdf,metrics-db/extracted_markdown/squidiff.md,metrics-db/extracted_text/squidiff.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/squidiff.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
Stack,Stack: In-Context Learning of Single-Cell Biology,stack,2026,article,bioRxiv,"Dong, Mingze and Adduri, Abhinav and Gautam, Dhruv and Carpenter, Christopher and Shah, Rohan and Ricci-Tam, Chiara and Kluger, Yuval and Burke, Dave P and Roohani, Yusuf H","Dong, Mingze",10.64898/2026.01.09.698608,https://doi.org/10.64898/2026.01.09.698608,https://connect.biorxiv.org/relate/content/224/channel,https://github.com/ArcInstitute/stack,https://github.com/ArcInstitute/stack (official|primary),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,7,3.07944154,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/stack.pdf,metrics-db/extracted_markdown/stack.md,metrics-db/extracted_text/stack.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/stack.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
STAMP,Toward Subtask-Decomposition-Based Learning and Benchmarking for Predicting Genetic Perturbation Outcomes and Beyond,stamp,2024,article,Nature Computational Science,"Gao, Yicheng and Wei, Zhiting and Dong, Kejing and Chen, Ke and Yang, Jingya and Chuai, Guohui and Liu, Qi","Gao, Yicheng",10.1038/s43588-024-00698-1,https://doi.org/10.1038/s43588-024-00698-1,https://doi.org/10.1038/s43588-024-00698-1,https://github.com/bm2-lab/STAMP,https://github.com/bm2-lab/STAMP (official|primary),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,13,3.63905733,not_established,Available local metadata does not establish this capability.,scope_only,"Paper addresses genetic perturbations, but local metadata does not establish held-out-perturbation evaluation.",not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/stamp.pdf,metrics-db/extracted_markdown/stamp.md,metrics-db/extracted_text/stamp.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/stamp.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
State,Predicting Cellular Responses to Perturbation across Diverse Contexts with State,state,2025,article,bioRxiv,"Adduri, Abhinav K. and Gautam, Dhruv and Bevilacqua, Beatrice and Imran, Alishba and Shah, Rohan and Naghipourfar, Mohsen and Teyssier, Noam and Ilango, Rajesh and others and Leskovec, Jure and Gilbert, Luke A. and Konermann, Silvana and Hsu, Patrick D. and Dobin, Alexander and Burke, Dave P. and Goodarzi, Hani and Roohani, Yusuf H.","Adduri, Abhinav K.",10.1101/2025.06.26.661135,https://doi.org/10.1101/2025.06.26.661135,https://doi.org/10.1101/2025.06.26.661135,https://github.com/ArcInstitute/Cell-eval; https://github.com/ArcInstitute/Cell-load; https://github.com/ArcInstitute/State; https://github.com/ArcInstitute/State-reproduce,https://github.com/ArcInstitute/Cell-eval (cell-eval|cell_eval); https://github.com/ArcInstitute/Cell-load (cell_load); https://github.com/ArcInstitute/State (primary); https://github.com/ArcInstitute/State-reproduce (reproducibility),,model_paper; metric_paper,perturbation_response_modeling; single_cell_rna_seq,"Introduces the STATE Embedding (SE), the STATE Transition (ST) model, and the cell-eval python package.",68,5.2341065,explicit_paper_claim,Title explicitly describes perturbation-response prediction across diverse contexts.,not_established,Available local metadata does not establish this capability.,scope_only,"Paper addresses chemical perturbations, but local metadata does not establish held-out-perturbation evaluation.",not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/state.pdf,metrics-db/extracted_markdown/state.md,metrics-db/extracted_text/state.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/state.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
StateXDiff,StateXDiff: Cell State-Contextualized Multimodal Diffusion for Single-Cell Perturbation Prediction,stateXDiff,2026,misc,arXiv,"Shi, Peiting and Que, Ningfeng and Huang, Xianzhe and Wang, Xiaofei and Xi, Jianzhong Jeff","Shi, Peiting",10.48550/arXiv.2605.16104,https://doi.org/10.48550/arXiv.2605.16104,https://doi.org/10.48550/arXiv.2605.16104,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,0,1.0,explicit_paper_claim,Paper explicitly evaluates unseen-cell-line generalization.,not_established,Available local metadata does not establish this capability.,explicit_paper_claim,Paper explicitly evaluates unseen-drug generalization.,not_established,Available local metadata does not establish this capability.,,directly_evaluated,"Paper evaluates held-out multi-drug combinations under Comb-Seen0, Comb-Seen1, and Comb-Seen2 splits.",sciPlex3-comb,False,False,False,False,False,metrics-db/pdfs/stateXDiff.pdf,metrics-db/extracted_markdown/stateXDiff.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/stateXDiff.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
STRAND,STRAND: Sequence-Conditioned Transport for Single-Cell Perturbations,strand,2026,article,arXiv,"Fu, Boyang and Dasoulas, George and Gabbita, Sameer and Lin, Xiang and Gao, Shanghua and Su, Xiaorui and Ghosh, Soumya and Zitnik, Marinka","Fu, Boyang",10.48550/arXiv.2602.10156,https://doi.org/10.48550/arXiv.2602.10156,https://doi.org/10.48550/arXiv.2602.10156,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,0,1.0,not_established,Available local metadata does not establish this capability.,scope_only,"Paper addresses genetic perturbations, but local metadata does not establish held-out-perturbation evaluation.",not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/strand.pdf,metrics-db/extracted_markdown/strand.md,metrics-db/extracted_text/strand.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/strand.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
sVAE+,Learning Causal Representations of Single Cells via Sparse Mechanism Shift Modeling,sVAEplus,2023,misc,arXiv,"Lopez, Romain and Tagasovska, Nata\v sa and Ra, Stephen and Cho, Kyunghyn and Pritchard, Jonathan K. and Regev, Aviv","Lopez, Romain",10.48550/arXiv.2211.03553,https://doi.org/10.48550/arXiv.2211.03553,https://doi.org/10.48550/arXiv.2211.03553,https://github.com/Genentech/sVAE,https://github.com/Genentech/sVAE (official),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,14,3.7080502,not_established,Available local metadata does not establish this capability.,scope_only,"Paper addresses genetic perturbations, but local metadata does not establish held-out-perturbation evaluation.",scope_only,"Paper addresses chemical perturbations, but local metadata does not establish held-out-perturbation evaluation.",applied_to_combination_data,Paper applies the model to Norman data containing single- and double-gene interventions; a dedicated unseen-combination split is not established.,Norman2019,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/sVAEplus.pdf,metrics-db/extracted_markdown/sVAEplus.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/sVAEplus.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
SynthPert,SynthPert: Enhancing LLM Biological Reasoning via Synthetic Reasoning Traces for Cellular Perturbation Prediction,SynthPert,2025,misc,arXiv,"Phillips, Lawrence and Martell, Marc Boubnovski and Misra, Aditya and Stoisser, Josefa Lia and Prada-Medina, Cesar A. and Donovan-Maiye, Rory and Märtens, Kaspar","Phillips, Lawrence",10.48550/arXiv.2509.25346,https://doi.org/10.48550/arXiv.2509.25346,https://doi.org/10.48550/arXiv.2509.25346,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,1,1.69314718,explicit_paper_claim,Paper reports cross-cell-type generalization to unseen RPE1 cells.,scope_only,"Paper addresses genetic perturbations, but local metadata does not establish held-out-perturbation evaluation.",not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/SynthPert.pdf,metrics-db/extracted_markdown/SynthPert.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/SynthPert.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
TabPFN / TabICL,Tabular Foundation Models Are Competitive Cellular Perturbation Predictors Across Biological Scales,pallaTabularFoundationModels2026,2026,misc,bioRxiv,"Palla, Giovanni and Hillsley, Alexander and Kim, Yang-Joon and Royer, Loic A.","Palla, Giovanni",10.64898/2026.06.28.735106,https://doi.org/10.64898/2026.06.28.735106,https://doi.org/10.64898/2026.06.28.735106,https://github.com/royerlab/tfm-perturbation,https://github.com/royerlab/tfm-perturbation (reproducibility),,model_paper; benchmark_paper,perturbation_response_modeling; single_cell_rna_seq; cell_imaging,,0,1.0,explicit_paper_claim,Paper explicitly evaluates cross-cell-type perturbation prediction.,scope_only,"Paper addresses genetic perturbations, but local metadata does not establish held-out-perturbation evaluation.",scope_only,"Paper addresses chemical perturbations, but local metadata does not establish held-out-perturbation evaluation.",applied_to_combination_data,"Paper includes combinatorial knockouts in a held-out-timepoint task, not a dedicated unseen-combination split.",ZSCAPE,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,,metrics-db/extracted_markdown/pallaTabularFoundationModels2026.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/pallaTabularFoundationModels2026.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
trVAE,Conditional Out-of-Distribution Generation for Unpaired Data Using Transfer VAE,trVAE,2020,article,Bioinformatics,"Lotfollahi, Mohammad and Naghipourfar, Mohsen and Theis, Fabian J and Wolf, F Alexander","Lotfollahi, Mohammad",10.1093/bioinformatics/btaa800,https://doi.org/10.1093/bioinformatics/btaa800,https://doi.org/10.1093/bioinformatics/btaa800,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,143,5.9698133,benchmark_evaluated,Evaluated in the cellular-context generalization scenario of scPerturBench.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,True,False,False,False,False,metrics-db/pdfs/trVAE.pdf,metrics-db/extracted_markdown/trVAE.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/trVAE.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
TxPert,TxPert: Leveraging Biochemical Relationships for Out-of-Distribution Transcriptomic Perturbation Prediction,txpert,2025,article,arXiv,"Wenkel, Frederik and Tu, Wilson and Masschelein, Cassandra and Shirzad, Hamed and Eastwood, Cian and Whitfield, Shawn T. and Bendidi, Ihab and Russell, Craig and Hodgson, Liam and Mesbahi, Yassir El and Ding, Jiarui and Fay, Marta M. and Earnshaw, Berton and Noutahi, Emmanuel and Denton, Alisandra K.","Wenkel, Frederik",10.48550/arXiv.2505.14919,https://doi.org/10.48550/arXiv.2505.14919,https://doi.org/10.48550/arXiv.2505.14919,https://github.com/valence-labs/TxPert,https://github.com/valence-labs/TxPert (reproducibility),,model_paper,perturbation_response_modeling; single_cell_rna_seq,Introduces a batch-matched Pearson-delta evaluation setup across three OOD perturbation-prediction tasks.,2,2.09861229,explicit_paper_claim,Paper explicitly evaluates an unseen-cell-line out-of-distribution setting.,explicit_paper_claim,Paper explicitly evaluates unseen single and double genetic perturbations.,not_established,Available local metadata does not establish this capability.,directly_evaluated,Paper explicitly benchmarks novel double-gene perturbation prediction.,Norman2019,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/txpert.pdf,metrics-db/extracted_markdown/txpert.md,metrics-db/extracted_text/txpert.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/txpert.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
Unlasting,Unlasting: Unpaired Single-Cell Multi-Perturbation Estimation by Dual Conditional Diffusion Implicit Bridges,unlasting,2025,article,arXiv,"Chi, Changxi and Xia, Jun and Huang, Yufei and Zhou, Jingbo and Li, Siyuan and Liu, Yunfan and Yu, Chang and Li, Stan Z.","Chi, Changxi",10.48550/arXiv.2506.21107,https://doi.org/10.48550/arXiv.2506.21107,https://doi.org/10.48550/arXiv.2506.21107,,,,model_paper,perturbation_response_modeling; single_cell_rna_seq,,0,1.0,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,directly_evaluated,Paper trains on single-gene data and predicts double-gene perturbations.,Norman2019,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/unlasting.pdf,metrics-db/extracted_markdown/unlasting.md,metrics-db/extracted_text/unlasting.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/unlasting.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
VCI,Counterfactual Generative Modeling with Variational Causal Inference,vci,2025,misc,arXiv,"Wu, Yulun and McConnell, Louie and Iriondo, Claudia","Wu, Yulun",10.48550/arXiv.2410.12730,https://doi.org/10.48550/arXiv.2410.12730,https://doi.org/10.48550/arXiv.2410.12730,https://github.com/yulun-rayn/variational-causal-inference,https://github.com/yulun-rayn/variational-causal-inference (official),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,0,1.0,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,,metrics-db/extracted_markdown/vci.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/vci.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
X-Cell,X-Cell: Scaling Causal Perturbation Prediction Across Diverse Cellular Contexts via Diffusion Language Models,xcell,2026,article,bioRxiv,"Wang, Chloe and Karimzadeh, Mehran and Ravindra, Neal G and Bounds, Lexi R and Alerasool, Nader and Huang, Ann C and Ma, Shihao and Gulbranson, Daniel R and others and Barner, Adam and Wright, Philip and Rumsey, Elizabeth M and Kim, Soohong and Sit, Rene V and Litterman, Adam J and Chu, Ci and Wang, Bo","Wang, Chloe",10.64898/2026.03.18.712807,https://doi.org/10.64898/2026.03.18.712807,https://www.biorxiv.org/content/10.64898/2026.03.18.712807v1,https://github.com/xaira-therapeutics/x-cell,https://github.com/xaira-therapeutics/x-cell (primary),,model_paper,perturbation_response_modeling; single_cell_rna_seq; cell_imaging; cell_painting,"Introduces X-Cell and X-Cell-Ultra, large-scale perturbation foundation models trained on the X-Atlas/Pisces corpus and evaluated with DEG-focused and perturbation-specificity metrics.",6,2.94591015,explicit_paper_claim,Title explicitly describes perturbation prediction across diverse cellular contexts.,scope_only,"Paper addresses genetic perturbations, but local metadata does not establish held-out-perturbation evaluation.",not_established,Available local metadata does not establish this capability.,not_established,Available local metadata does not establish this capability.,,not_established,Available local metadata does not establish this capability.,,False,False,False,False,False,metrics-db/pdfs/xcell.pdf,metrics-db/extracted_markdown/xcell.md,metrics-db/extracted_text/xcell.txt,metrics-db/bib/papers.bib,metrics-db/data/papers/xcell.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
X-Pert,Unified Multimodal Learning Enables Generalized Cellular Response Prediction to Diverse Perturbations,x-pert,2026,misc,bioRxiv,"Li, Chen and Wei, Lei and Zhang, Xuegong","Li, Chen",10.1101/2025.11.13.688367,https://doi.org/10.1101/2025.11.13.688367,https://doi.org/10.1101/2025.11.13.688367,https://github.com/Chen-Li-17/X-Pert,https://github.com/Chen-Li-17/X-Pert (official),,model_paper,perturbation_response_modeling; single_cell_rna_seq,,1,1.69314718,explicit_paper_claim,Paper explicitly reports generalization across cell types.,not_established,Available local metadata does not establish this capability.,scope_only,"Paper addresses chemical perturbations, but local metadata does not establish held-out-perturbation evaluation.",directly_evaluated,Paper evaluates one-unseen and two-unseen double-gene combinations.,Norman2019,explicit_support_only,"Architecture supports simultaneous genetic and chemical perturbations, but the paper's combination evaluation is genetic.",,False,False,False,False,False,metrics-db/pdfs/x-pert.pdf,metrics-db/extracted_markdown/x-pert.md,,metrics-db/bib/papers.bib,metrics-db/data/papers/x-pert.yaml,Notebook word-cloud filter: category=model_paper; tags include perturbation_response_modeling and single_cell_rna_seq; notebook exclusions applied,notebooks/metric_benchmark_correlations_dataframe.ipynb
